id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_balita_stunting,satuan,tahun
334,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260012,BABAKANJAYA,32.02.13,PARUNGKUDA,32.02.13.2008,BABAKANJAYA,-,ANAK,2023
335,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202261,BOJONG GENTENG,3202261001,BEREKAH,32.02.14,BOJONGGENTENG,32.02.14.2003,BEREKAH,-,ANAK,2023
336,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261002,BOJONG GENTENG,32.02.14,BOJONGGENTENG,32.02.14.2001,BOJONGGENTENG,1,ANAK,2023
337,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202261,BOJONG GENTENG,3202261003,BOJONG GALING,32.02.14,BOJONGGENTENG,32.02.14.2005,BOJONGGALING,1,ANAK,2023
338,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261004,CIBODAS,32.02.14,BOJONGGENTENG,32.02.14.2002,CIBODAS,7,ANAK,2023
339,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202261,BOJONG GENTENG,3202261005,CIPANENGAH,32.02.14,BOJONGGENTENG,32.02.14.2004,CIPANENGAH,-,ANAK,2023
340,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270001,WALANGSARI,32.02.18,KALAPANUNGGAL,32.02.18.2006,WALANG SARI,5,ANAK,2023
341,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202270,KALAPA NUNGGAL,3202270002,PALASARI GIRANG,32.02.18,KALAPANUNGGAL,32.02.18.2002,PALASARI GIRANG,13,ANAK,2023
342,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270003,KALAPANUNGGAL,32.02.18,KALAPANUNGGAL,32.02.18.2001,KALAPANUNGGAL,3,ANAK,2023
343,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202270,KALAPA NUNGGAL,3202270004,KADUNUNGGAL,32.02.18,KALAPANUNGGAL,32.02.18.2005,KADUNUNGGAL,6,ANAK,2023
344,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270005,MAKASARI,32.02.18,KALAPANUNGGAL,32.02.18.2004,MAKASARI,12,ANAK,2023
345,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202270,KALAPA NUNGGAL,3202270006,GUNUNG ENDUT,32.02.18,KALAPANUNGGAL,32.02.18.2007,GUNUNGENDUT,8,ANAK,2023
346,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270007,PULOSARI,32.02.18,KALAPANUNGGAL,32.02.18.2003,PULOSARI,16,ANAK,2023
347,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202280,CIKIDANG,3202280001,SAMPORA,32.02.06,CIKIDANG,32.02.06.2008,SAMPORA,3,ANAK,2023
348,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280002,CIJAMBE,32.02.06,CIKIDANG,32.02.06.2011,CIJAMBE,5,ANAK,2023
349,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202280,CIKIDANG,3202280003,CIKIRAY,32.02.06,CIKIDANG,32.02.06.2002,CIKIRAY,4,ANAK,2023
350,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280004,MEKARNANGKA,32.02.06,CIKIDANG,32.02.06.2010,MEKARNANGKA,3,ANAK,2023
351,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202280,CIKIDANG,3202280005,CIKIDANG,32.02.06,CIKIDANG,32.02.06.2001,CIKIDANG,2,ANAK,2023
352,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280006,GUNUNG MALANG,32.02.06,CIKIDANG,32.02.06.2003,GUNUNGMALANG,2,ANAK,2023
353,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202280,CIKIDANG,3202280007,NANGKAKONENG,32.02.06,CIKIDANG,32.02.06.2009,NANGKAKONENG,-,ANAK,2023
354,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280008,PANGKALAN,32.02.06,CIKIDANG,32.02.06.2004,PANGKALAN,2,ANAK,2023
355,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202280,CIKIDANG,3202280009,BUMISARI,32.02.06,CIKIDANG,32.02.06.2007,BUMI SARI,6,ANAK,2023
356,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280010,CICAREUH,32.02.06,CIKIDANG,32.02.06.2005,CICAREUH,1,ANAK,2023
357,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202280,CIKIDANG,3202280011,TAMANSARI,32.02.06,CIKIDANG,32.02.06.2006,TAMAN SARI,2,ANAK,2023
358,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280012,CIKARAE THOYIBAH,32.02.06,CIKIDANG,32.02.06.2012,CIKARAE THOYYIBAH,-,ANAK,2023
359,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290001,PASIRBARU,32.02.05,CISOLOK,32.02.05.2002,PASIR BARU,7,ANAK,2023
360,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290002,CIKAHURIPAN,32.02.05,CISOLOK,32.02.05.2003,CIKAHURIPAN,7,ANAK,2023
361,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290003,CISOLOK,32.02.05,CISOLOK,32.02.05.2001,CISOLOK,6,ANAK,2023
362,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290004,KARANGPAPAK,32.02.05,CISOLOK,32.02.05.2008,KARANGPAPAK,16,ANAK,2023
363,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290012,SIRNARESMI,32.02.05,CISOLOK,32.02.05.2009,SIRNARESMI,1,ANAK,2023
364,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290013,CICADAS,32.02.05,CISOLOK,32.02.05.2010,CICADAS,2,ANAK,2023
365,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290014,CIKELAT,32.02.05,CISOLOK,32.02.05.2004,CIKELAT,2,ANAK,2023
366,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290015,GUNUNG KRAMAT,32.02.05,CISOLOK,32.02.05.2006,GUNUNGKARAMAT,5,ANAK,2023
367,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290016,GUNUNG TANJUNG,32.02.05,CISOLOK,32.02.05.2007,GUNUNGTANJUNG,-,ANAK,2023
368,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290017,CARINGIN,32.02.05,CISOLOK,32.02.05.2005,CARINGIN,3,ANAK,2023
369,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290018,SUKARAME,32.02.05,CISOLOK,32.02.05.2013,SUKARAME,1,ANAK,2023
370,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290019,WANGUNSARI,32.02.05,CISOLOK,32.02.05.2012,WANGUNSARI,3,ANAK,2023
371,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202290,CISOLOK,3202290020,WANAJAYA,32.02.05,CISOLOK,32.02.05.2011,WANAJAYA,6,ANAK,2023
372,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291001,CIMAJA,32.02.03,CIKAKAK,32.02.03.2002,CIMAJA,6,ANAK,2023
373,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202291,CIKAKAK,3202291002,CIKAKAK,32.02.03,CIKAKAK,32.02.03.2001,CIKAKAK,4,ANAK,2023
374,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291003,SUKAMAJU,32.02.03,CIKAKAK,32.02.03.2004,SUKAMAJU,1,ANAK,2023
375,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202291,CIKAKAK,3202291004,CILEUNGSING,32.02.03,CIKAKAK,32.02.03.2005,CILEUNGSING,4,ANAK,2023
376,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291005,RIDOGALIH,32.02.03,CIKAKAK,32.02.03.2003,RIDOGALIH,-,ANAK,2023
377,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202291,CIKAKAK,3202291006,MARGALAKSANA,32.02.03,CIKAKAK,32.02.03.2006,MARGALAKSANA,-,ANAK,2023
378,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291007,SIRNARASA,32.02.03,CIKAKAK,32.02.03.2007,SIRNARASA,-,ANAK,2023
379,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202291,CIKAKAK,3202291008,GANDASOLI,32.02.03,CIKAKAK,32.02.03.2008,GANDASOLI,2,ANAK,2023
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291009,CIRENDANG,32.02.03,CIKAKAK,32.02.03.2009,CIRENDANG,4,ANAK,2023
381,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202300,KABANDUNGAN,3202300001,MEKARJAYA,32.02.19,KABANDUNGAN,32.02.19.2005,MEKARJAYA,28,ANAK,2023
382,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300002,TUGUBANDUNG,32.02.19,KABANDUNGAN,32.02.19.2004,TUGUBANDUNG,23,ANAK,2023
383,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202300,KABANDUNGAN,3202300003,KABANDUNGAN,32.02.19,KABANDUNGAN,32.02.19.2001,KABANDUNGAN,41,ANAK,2023
384,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300004,CIPEUTEUY,32.02.19,KABANDUNGAN,32.02.19.2002,CIPEUTEUY,37,ANAK,2023
385,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202300,KABANDUNGAN,3202300005,CIHAMERANG,32.02.19,KABANDUNGAN,32.02.19.2003,CIHAMERANG,1,ANAK,2023
386,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300006,CIANAGA,32.02.19,KABANDUNGAN,32.02.19.2006,CIANAGA,30,ANAK,2023
