id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_balita_stunting,satuan,tahun
197,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202170,SUKARAJA,3202170011,SELAWANGI,32.02.33,SUKARAJA,32.02.33.2008,SELAWANGI,20,ANAK,2023
198,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202170,SUKARAJA,3202170012,PASIRHALANG,32.02.33,SUKARAJA,32.02.33.2001,PASIRHALANG,16,ANAK,2023
199,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202170,SUKARAJA,3202170013,SUKARAJA,32.02.33,SUKARAJA,32.02.33.2004,SUKARAJA,29,ANAK,2023
200,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202170,SUKARAJA,3202170014,SUKAMEKAR,32.02.33,SUKARAJA,32.02.33.2007,SUKAMEKAR,16,ANAK,2023
201,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202170,SUKARAJA,3202170015,CISARUA,32.02.33,SUKARAJA,32.02.33.2006,CISARUA,-,ANAK,2023
202,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202170,SUKARAJA,3202170016,LIMBANGAN,32.02.33,SUKARAJA,32.02.33.2005,LIMBANGAN,9,ANAK,2023
203,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202170,SUKARAJA,3202170017,LANGENSARI,32.02.33,SUKARAJA,32.02.33.2003,LANGENSARI,16,ANAK,2023
204,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202170,SUKARAJA,3202170018,SELAAWI,32.02.33,SUKARAJA,32.02.33.2002,SELAWI,6,ANAK,2023
205,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202170,SUKARAJA,3202170021,MARGALUYU,32.02.33,SUKARAJA,32.02.33.2009,MARGALUYU,11,ANAK,2023
206,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,3202171001,SASAGARAN,32.02.34,KEBONPEDES,32.02.34.2004,SASAGARAN,2,ANAK,2023
207,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202171,KEBONPEDES,3202171002,JAMBENENGGANG,32.02.34,KEBONPEDES,32.02.34.2005,JAMBENENGGANG,1,ANAK,2023
208,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,3202171003,CIKARET,32.02.34,KEBONPEDES,32.02.34.2002,CIKARET,4,ANAK,2023
209,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202171,KEBONPEDES,3202171004,KEBONPEDES,32.02.34,KEBONPEDES,32.02.34.2001,KEBONPEDES,3,ANAK,2023
210,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,3202171005,BOJONGSAWAH,32.02.34,KEBONPEDES,32.02.34.2003,BOJONGSAWAH,7,ANAK,2023
211,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202172,CIREUNGHAS,3202172001,CIPURUT,32.02.35,CIREUNGHAS,32.02.35.2002,CIPURUT,4,ANAK,2023
212,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,3202172002,CIREUNGHAS,32.02.35,CIREUNGHAS,32.02.35.2001,CIREUNGHAS,-,ANAK,2023
213,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202172,CIREUNGHAS,3202172003,BENCOY,32.02.35,CIREUNGHAS,32.02.35.2003,BENCOY,8,ANAK,2023
214,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,3202172004,CIKURUTUG,32.02.35,CIREUNGHAS,32.02.35.2004,CIKURUTUG,1,ANAK,2023
215,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202172,CIREUNGHAS,3202172005,TEGALPANJANG,32.02.35,CIREUNGHAS,32.02.35.2005,TEGALPANJANG,13,ANAK,2023
216,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,3202173001,SEMPLAK,32.02.36,SUKALARANG,32.02.36.2005,SEMPLAK,11,ANAK,2023
217,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202173,SUKALARANG,3202173002,PRIANGANJAYA,32.02.36,SUKALARANG,32.02.36.2006,PRIANGANJAYA,39,ANAK,2023
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,3202173003,TITISAN,32.02.36,SUKALARANG,32.02.36.2004,TITISAN,47,ANAK,2023
219,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202173,SUKALARANG,3202173004,CIMANGKOK,32.02.36,SUKALARANG,32.02.36.2003,CIMANGKOK,3,ANAK,2023
220,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,3202173005,SUKALARANG,32.02.36,SUKALARANG,32.02.36.2001,SUKALARANG,91,ANAK,2023
221,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202173,SUKALARANG,3202173006,SUKAMAJU,32.02.36,SUKALARANG,32.02.36.2002,SUKAMAJU,11,ANAK,2023
222,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,3202180001,PARUNGSEAH,32.02.32,SUKABUMI,32.02.32.2001,PARUNGSEAH,26,ANAK,2023
223,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202180,SUKABUMI,3202180002,WARNASARI,32.02.32,SUKABUMI,32.02.32.2004,WARNASARI,5,ANAK,2023
224,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,3202180003,SUKAJAYA,32.02.32,SUKABUMI,32.02.32.2005,SUKAJAYA,2,ANAK,2023
225,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202180,SUKABUMI,3202180004,SUDAJAYA GIRANG,32.02.32,SUKABUMI,32.02.32.2002,"SUNDAJAYA
  GIRANG",7,ANAK,2023
226,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,3202180005,KARAWANG,32.02.32,SUKABUMI,32.02.32.2003,KARAWANG,10,ANAK,2023
227,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202180,SUKABUMI,3202180006,PERBAWATI,32.02.32,SUKABUMI,32.02.32.2006,PERBAWATI,8,ANAK,2023
228,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,3202190001,MUARADUA,32.02.30,KADUDAMPIT,32.02.30.2003,MUARADUA,34,ANAK,2023
229,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202190,KADUDAMPIT,3202190002,CITAMIANG,32.02.30,KADUDAMPIT,32.02.30.2002,CITAMIANG,8,ANAK,2023
230,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,3202190003,CIKAHURIPAN,32.02.30,KADUDAMPIT,32.02.30.2009,CIKAHURIPAN,37,ANAK,2023
231,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202190,KADUDAMPIT,3202190004,SUKAMANIS,32.02.30,KADUDAMPIT,32.02.30.2005,SUKAMANIS,33,ANAK,2023
232,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,3202190005,KADUDAMPIT,32.02.30,KADUDAMPIT,32.02.30.2001,KADUDAMPIT,30,ANAK,2023
233,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202190,KADUDAMPIT,3202190006,GEDE PANGRANGO,32.02.30,KADUDAMPIT,32.02.30.2004,GEDEPANGRANGO,28,ANAK,2023
234,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,3202190007,SUKAMAJU,32.02.30,KADUDAMPIT,32.02.30.2008,SUKAMAJU,38,ANAK,2023
235,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202190,KADUDAMPIT,3202190008,CIPETIR,32.02.30,KADUDAMPIT,32.02.30.2007,CIPETIR,21,ANAK,2023
236,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,3202190009,UNDRUS BINANGUN,32.02.30,KADUDAMPIT,32.02.30.2006,UNDRUSBINANGUN,30,ANAK,2023
237,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200007,PADAASIH,32.02.29,CISAAT,32.02.29.2010,PADAASIH,10,ANAK,2023
238,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,3202200008,CISAAT,32.02.29,CISAAT,32.02.29.2004,CISAAT,8,ANAK,2023
239,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200009,BABAKAN,32.02.29,CISAAT,32.02.29.2006,BABAKAN,16,ANAK,2023
240,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,3202200010,SUKAMANTRI,32.02.29,CISAAT,32.02.29.2007,SUKAMANTRI,13,ANAK,2023
241,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200011,SUKAMANAH,32.02.29,CISAAT,32.02.29.2003,SUKAMANAH,22,ANAK,2023
242,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,3202200012,NAGRAK,32.02.29,CISAAT,32.02.29.2005,NAGRAK,18,ANAK,2023
243,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200013,CIBATU,32.02.29,CISAAT,32.02.29.2008,CIBATU,10,ANAK,2023
244,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,3202200014,CIBOLANG KALER,32.02.29,CISAAT,32.02.29.2011,CIBOLANG KALER,17,ANAK,2023
245,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200015,KUTASIRNA,32.02.29,CISAAT,32.02.29.2012,KUTASIRNA,2,ANAK,2023
246,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,3202200016,SELAJAMBE,32.02.29,CISAAT,32.02.29.2009,SELAJAMBE,7,ANAK,2023
247,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200017,SUKASARI,32.02.29,CISAAT,32.02.29.2002,SUKASARI,19,ANAK,2023
248,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,3202200018,GUNUNGJAYA,32.02.29,CISAAT,32.02.29.2001,GUNUNGJAYA,3,ANAK,2023
249,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202200,CISAAT,3202200019,SUKARESMI,32.02.29,CISAAT,32.02.29.2013,SUKARESMI,35,ANAK,2023
250,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202201,GUNUNGGURUH,3202201001,SIRNARESMI,32.02.27,GUNUNGGURUH,32.02.27.2004,SIRNARESMI,14,ANAK,2023
251,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202201,GUNUNGGURUH,3202201002,KEBONMANGGU,32.02.27,GUNUNGGURUH,32.02.27.2005,KEBONMANGGU,14,ANAK,2023
252,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202201,GUNUNGGURUH,3202201003,GUNUNG GURUH,32.02.27,GUNUNGGURUH,32.02.27.2002,GUNUNGGURUH,7,ANAK,2023
253,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202201,GUNUNGGURUH,3202201004,CIKUJANG,32.02.27,GUNUNGGURUH,32.02.27.2001,CIKUJANG,26,ANAK,2023
254,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202201,GUNUNGGURUH,3202201005,CIBENTANG,32.02.27,GUNUNGGURUH,32.02.27.2003,CIBENTANG,8,ANAK,2023
255,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202201,GUNUNGGURUH,3202201006,CIBOLANG,32.02.27,GUNUNGGURUH,32.02.27.2006,CIBOLANG,11,ANAK,2023
256,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202201,GUNUNGGURUH,3202201007,MANGKALAYA,32.02.27,GUNUNGGURUH,32.02.27.2007,MANGKALAYA,6,ANAK,2023
257,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202210,CIBADAK,3202210001,NEGLASARI,32.02.11,CIBADAK,32.02.11.2005,NEGLASARI,1,ANAK,2023
258,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202210,CIBADAK,3202210002,TENJOJAYA,32.02.11,CIBADAK,32.02.11.2007,TENJOJAYA,7,ANAK,2023
259,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202210,CIBADAK,3202210003,SEKARWANGI,32.02.11,CIBADAK,32.02.11.2002,SEKARWANGI,2,ANAK,2023
260,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202210,CIBADAK,3202210009,BATUNUNGGAL,32.02.11,CIBADAK,32.02.11.2010,BATUNUNGGAL,5,ANAK,2023
261,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202210,CIBADAK,3202210010,KARANGTENGAH,32.02.11,CIBADAK,32.02.11.2004,KARANGTENGAH,12,ANAK,2023
262,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202210,CIBADAK,3202210011,CIBADAK,32.02.11,CIBADAK,32.02.11.1001,CIBADAK,15,ANAK,2023
263,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202210,CIBADAK,3202210012,WARNAJATI,32.02.11,CIBADAK,32.02.11.2006,WARNAJATI,4,ANAK,2023
264,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202210,CIBADAK,3202210013,SUKASIRNA,32.02.11,CIBADAK,32.02.11.2009,SUKASIRNA,-,ANAK,2023
265,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202210,CIBADAK,3202210014,PAMURUYAN,32.02.11,CIBADAK,32.02.11.2003,PAMURUYAN,3,ANAK,2023
266,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202210,CIBADAK,3202210015,CIHEULANG TONGGOH,32.02.11,CIBADAK,32.02.11.2008,CIHEULANG TONGGOH,14,ANAK,2023
267,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202211,CICANTAYAN,3202211001,HEGARMANAH,32.02.28,CICANTAYAN,32.02.28.2006,HEGARMANAH,6,ANAK,2023
268,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202211,CICANTAYAN,3202211002,CICANTAYAN,32.02.28,CICANTAYAN,32.02.28.2001,CICANTAYAN,6,ANAK,2023
269,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202211,CICANTAYAN,3202211003,CIMAHI,32.02.28,CICANTAYAN,32.02.28.2005,CIMAHI,-,ANAK,2023
270,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202211,CICANTAYAN,3202211004,CISANDE,32.02.28,CICANTAYAN,32.02.28.2004,CISANDE,1,ANAK,2023
271,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202211,CICANTAYAN,3202211005,CIJALINGAN,32.02.28,CICANTAYAN,32.02.28.2003,CIJALINGAN,5,ANAK,2023
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202211,CICANTAYAN,3202211006,LEMBURSAWAH,32.02.28,CICANTAYAN,32.02.28.2002,LEMBURSAWAH,9,ANAK,2023
273,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202211,CICANTAYAN,3202211007,SUKADAMAI,32.02.28,CICANTAYAN,32.02.28.2007,SIKADAMAI,4,ANAK,2023
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202211,CICANTAYAN,3202211008,CIMANGGIS,32.02.28,CICANTAYAN,32.02.28.2008,CIMANGGIS,6,ANAK,2023
275,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202212,CARINGIN,3202212001,CIJENGKOL,32.02.31,CARINGIN,32.02.31.2005,CIJENGKOL,8,ANAK,2023
276,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202212,CARINGIN,3202212002,MEKARJAYA,32.02.31,CARINGIN,32.02.31.2006,MEKARJAYA,16,ANAK,2023
277,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202212,CARINGIN,3202212003,TALAGA,32.02.31,CARINGIN,32.02.31.2007,TALAGA,14,ANAK,2023
278,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202212,CARINGIN,3202212004,CARINGIN KULON,32.02.31,CARINGIN,32.02.31.2003,CARINGIN KULON,2,ANAK,2023
279,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202212,CARINGIN,3202212005,CARINGIN WETAN,32.02.31,CARINGIN,32.02.31.2001,CARINGIN WETAN,5,ANAK,2023
280,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202212,CARINGIN,3202212006,SEUSEUPAN,32.02.31,CARINGIN,32.02.31.2004,SEUSEUPAN,26,ANAK,2023
281,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202212,CARINGIN,3202212007,SUKAMULYA,32.02.31,CARINGIN,32.02.31.2002,SUKAMULYA,10,ANAK,2023
282,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202212,CARINGIN,3202212008,CIKEMBANG,32.02.31,CARINGIN,32.02.31.2008,CIKEMBANG,14,ANAK,2023
283,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202212,CARINGIN,3202212009,"PASIRDATAR
  INDAH",32.02.31,CARINGIN,32.02.31.2009,"PASIR DATAR
  INDAH",6,ANAK,2023
284,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220001,CISARUA,32.02.12,NAGRAK,32.02.12.2004,CISARUA,10,ANAK,2023
285,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202220,NAGRAK,3202220002,BALEKAMBANG,32.02.12,NAGRAK,32.02.12.2009,BALEKAMBANG,9,ANAK,2023
286,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220003,NAGRAK SELATAN,32.02.12,NAGRAK,32.02.12.2013,NAGRAK SELATAN,1,ANAK,2023
287,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202220,NAGRAK,3202220004,NAGRAK UTARA,32.02.12,NAGRAK,32.02.12.2003,NAGRAK UTARA,4,ANAK,2023
288,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220005,KALAPAREA,32.02.12,NAGRAK,32.02.12.2001,KALAPAREA,16,ANAK,2023
289,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202220,NAGRAK,3202220006,DARMAREJA,32.02.12,NAGRAK,32.02.12.2011,DARMAREJA,4,ANAK,2023
290,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220007,GIRIJAYA,32.02.12,NAGRAK,32.02.12.2014,GIRIJAYA,15,ANAK,2023
291,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202220,NAGRAK,3202220008,BABAKAN PANJANG,32.02.12,NAGRAK,32.02.12.2010,BABAKAN PANJANG,7,ANAK,2023
292,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220009,PAWENANG,32.02.12,NAGRAK,32.02.12.2002,PAWENANG,3,ANAK,2023
293,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202220,NAGRAK,3202220010,CIHANYAWAR,32.02.12,NAGRAK,32.02.12.2012,CIHANYAWAR,3,ANAK,2023
294,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221001,MUNJUL,32.02.47,CIAMBAR,32.02.47.2004,MUNJUL,3,ANAK,2023
295,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202221,CIAMBAR,3202221002,CIAMBAR,32.02.47,CIAMBAR,32.02.47.2001,CIAMBAR,5,ANAK,2023
296,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221003,GINANJAR,32.02.47,CIAMBAR,32.02.47.2002,GINANJAR,7,ANAK,2023
297,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202221,CIAMBAR,3202221004,WANGUNJAYA,32.02.47,CIAMBAR,32.02.47.2003,WANGUNJAYA,8,ANAK,2023
298,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221005,CIBUNARJAYA,32.02.47,CIAMBAR,32.02.47.2006,CIBUNARJAYA,9,ANAK,2023
299,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202221,CIAMBAR,3202221006,AMBARJAYA,32.02.47,CIAMBAR,32.02.47.2005,AMBARJAYA,8,ANAK,2023
300,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230001,MEKARSARI,32.02.16,CICURUG,32.02.16.2011,MEKARSARI,18,ANAK,2023
301,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202230,CICURUG,3202230002,NYANGKOWEK,32.02.16,CICURUG,32.02.16.2002,NYANGKOWEK,4,ANAK,2023
302,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230003,PURWASARI,32.02.16,CICURUG,32.02.16.2007,PURWASARI,2,ANAK,2023
303,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202230,CICURUG,3202230004,CARINGIN,32.02.16,CICURUG,32.02.16.2008,CARINGIN,6,ANAK,2023
304,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230005,BANGBAYANG,32.02.16,CICURUG,32.02.16.2012,BANGBAYANG,5,ANAK,2023
305,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202230,CICURUG,3202230006,CISAAT,32.02.16,CICURUG,32.02.16.2006,CISAAT,11,ANAK,2023
306,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230007,TENJOLAYA,32.02.16,CICURUG,32.02.16.2003,TENJOLAYA,-,ANAK,2023
307,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202230,CICURUG,3202230008,PASAWAHAN,32.02.16,CICURUG,32.02.16.2005,PASAWAHAN,5,ANAK,2023
308,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230009,CICURUG,32.02.16,CICURUG,32.02.16.1001,CICURUG,2,ANAK,2023
309,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202230,CICURUG,3202230010,NANGGERANG,32.02.16,CICURUG,32.02.16.2013,NANGGERANG,3,ANAK,2023
310,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230011,TENJOAYU,32.02.16,CICURUG,32.02.16.2009,TENJOAYU,6,ANAK,2023
311,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202230,CICURUG,3202230012,BENDA,32.02.16,CICURUG,32.02.16.2004,BENDA,18,ANAK,2023
312,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230013,KUTAJAYA,32.02.16,CICURUG,32.02.16.2010,KUTAJAYA,5,ANAK,2023
313,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202240,CIDAHU,3202240001,"PONDOK KASO
  TENGAH",32.02.17,CIDAHU,32.02.17.2003,"PONDOKASO
  TENGAH",13,ANAK,2023
314,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240002,PASIRDOTON,32.02.17,CIDAHU,32.02.17.2008,PASIRDOTON,15,ANAK,2023
315,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202240,CIDAHU,3202240003,"PONDOK KASO
  TONGGOH",32.02.17,CIDAHU,32.02.17.2001,"PONDOKASO
  TONGGOH",14,ANAK,2023
316,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240004,BABAKAN PARI,32.02.17,CIDAHU,32.02.17.2002,BABAKANPARI,16,ANAK,2023
317,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202240,CIDAHU,3202240005,TANGKIL,32.02.17,CIDAHU,32.02.17.2005,TANGKIL,19,ANAK,2023
318,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240006,JAYABAKTI,32.02.17,CIDAHU,32.02.17.2006,JAYABAKTI,18,ANAK,2023
319,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202240,CIDAHU,3202240007,CIDAHU,32.02.17,CIDAHU,32.02.17.2004,CIDAHU,26,ANAK,2023
320,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240008,GIRIJAYA,32.02.17,CIDAHU,32.02.17.2007,GIRIJAYA,25,ANAK,2023
321,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202250,PARAKAN SALAK,3202250001,SUKATANI,32.02.15,PARAKANSALAK,32.02.15.2004,SUKATANI,-,ANAK,2023
322,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250002,SUKAKERSA,32.02.15,PARAKANSALAK,32.02.15.2003,SUKAKERSA,12,ANAK,2023
323,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202250,PARAKAN SALAK,3202250003,BOJONGLONGOK,32.02.15,PARAKANSALAK,32.02.15.2002,BOJONG LONGOK,3,ANAK,2023
324,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250004,BOJONGASIH,32.02.15,PARAKANSALAK,32.02.15.2005,BOJONGASIH,18,ANAK,2023
325,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202250,PARAKAN SALAK,3202250005,LEBAKSARI,32.02.15,PARAKANSALAK,32.02.15.2006,LEBAKSARI,7,ANAK,2023
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250006,PARAKANSALAK,32.02.15,PARAKANSALAK,32.02.15.2001,PARAKAN SALAK,5,ANAK,2023
327,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202260,PARUNG KUDA,3202260002,PALASARI HILIR,32.02.13,PARUNGKUDA,32.02.13.2002,PALASARI HILIR,3,ANAK,2023
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260003,SUNDAWENANG,32.02.13,PARUNGKUDA,32.02.13.2005,SUNDAWENANG,16,ANAK,2023
329,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202260,PARUNG KUDA,3202260004,PARUNGKUDA,32.02.13,PARUNGKUDA,32.02.13.2001,PARUNGKUDA,1,ANAK,2023
330,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260008,LANGENSARI,32.02.13,PARUNGKUDA,32.02.13.2007,LANGENSARI,1,ANAK,2023
331,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202260,PARUNG KUDA,3202260009,BOJONG KOKOSAN,32.02.13,PARUNGKUDA,32.02.13.2006,BOJONGKOKOSAN,2,ANAK,2023
332,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260010,KOMPA,32.02.13,PARUNGKUDA,32.02.13.2003,KOMPA,5,ANAK,2023
333,32,JAWA BARAT,3202,"KABUPATEN
  SUKABUMI",3202260,PARUNG KUDA,3202260011,"PONDOK KASO
  LANDEUH",32.02.13,PARUNGKUDA,32.02.13.2004,"PONDOKKASO
  LANDEUH",6,ANAK,2023
